,content_id,content,jieba,jieba_remove_stopword,token_sequence,pad_sequence,sentiment_value
1012,Sn7ZzRoBaTVw1r2G,总体是长下坡，路面还是有起伏，光M的话还得自己控制油门来调节车速。加了定速巡航后，只要脚搭在刹车上应付异常就行了。    ,"['总体', '是', '长', '下坡', '，', '路面', '还是', '有', '起伏', '，', '光', 'M', '的话', '还', '得', '自己', '控制', '油门', '来', '调节', '车速', '。', '加', '了', '定速巡航', '后', '，', '只要', '脚', '搭', '在', '刹车', '上', '应付', '异常', '就行了', '。']","['总体', '长', '下坡', '路面', '有', '起伏', 'M', '控制', '油门', '调节', '车速', '加', '定速巡航', '后', '脚', '搭', '刹车', '应付', '异常', '就行了']","[1008, 362, 656, 346, 4, 5754, 2733, 400, 164, 686, 1040, 95, 1280, 54, 1958, 3156, 37, 2435, 1963, 684]","[1008, 362, 656, 346, 4, 5754, 2733, 400, 164, 686, 1040, 95, 1280, 54, 1958, 3156, 37, 2435, 1963, 684, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1013,MzjC01Ov4KgrVnwl,看你用的ES刹车片，效果咋样，最近也想换一副，磨损快么，制动力怎样    ,"['看', '你', '用', '的', 'ES', '刹车片', '，', '效果', '咋样', '，', '最近', '也', '想', '换', '一副', '，', '磨损', '快', '么', '，', '制', '动力', '怎样']","['ES', '刹车片', '效果', '咋样', '最近', '想', '换', '一副', '磨损', '快', '制', '动力']","[258, 148, 228, 1849, 359, 90, 21, 15421, 394, 138, 3980, 11]","[258, 148, 228, 1849, 359, 90, 21, 15421, 394, 138, 3980, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1014,ZzE8HB7INmuFSyl2,补充个，刹车片检查了再说，个人驾驶习惯不一样，磨损也不同    ,"['补充', '个', '，', '刹车片', '检查', '了', '再说', '，', '个人', '驾驶', '习惯', '不', '一样', '，', '磨损', '也', '不同']","['补充', '刹车片', '检查', '驾驶', '习惯', '一样', '磨损', '不同']","[1584, 148, 211, 110, 230, 38, 394, 245]","[1584, 148, 211, 110, 230, 38, 394, 245, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1015,2F5v8I3ZRdiSVOlM,我买的是辆二手车，跟你的外观配置好像一样。中途也出现过三灯齐亮，百度搜索各种解决办法。4S店也没去检查过，就换了一副刹车片和原车刹车灯泡，倒车灯。因为之前，我把灯泡换了！我不知道是不是我换的非原厂灯泡，所以导致三灯齐亮？还有各种继电器按压一下，刹车开关按压一下。至今没亮过，现在开车随便怎么操，一直没亮过。所以，我也不知道，到底怎么好的！,"['我', '买', '的', '是', '辆', '二手车', '，', '跟', '你', '的', '外观', '配置', '好像', '一样', '。', '中途', '也', '出现', '过三灯', '齐亮', '，', '百度', '搜索', '各种', '解决办法', '。', '4S店', '也', '没', '去', '检查', '过', '，', '就', '换', '了', '一副', '刹车片', '和', '原车', '刹车', '灯泡', '，', '倒车灯', '。', '因为', '之前', '，', '我', '把', '灯泡', '换', '了', '！', '我', '不', '知道', '是不是', '我换', '的', '非', '原厂', '灯泡', '，', '所以', '导致', '三灯', '齐亮', '？', '还有', '各种', '继电器', '按压', '一下', '，', '刹车', '开关', '按压', '一下', '。', '至今', '没亮', '过', '，', '现在', '开车', '随便', '怎么', '操', '，', '一直', '没亮', '过', '。', '所以', '，', '我', '也', '不', '知道', '，', '到底', '怎么', '好', '的', '！']","['买', '辆', '二手车', '外观', '配置', '好像', '一样', '中途', '出现', '过三灯', '齐亮', '百度', '搜索', '解决办法', '4S店', '没', '检查', '换', '一副', '刹车片', '原车', '刹车', '灯泡', '倒车灯', '之前', '灯泡', '换', '知道', '是不是', '我换', '非', '原厂', '灯泡', '导致', '三灯', '齐亮', '继电器', '按压', '一下', '刹车', '开关', '按压', '一下', '至今', '没亮', '现在', '开车', '随便', '操', '一直', '没亮', '知道', '好']","[19, 1930, 515, 42, 28, 170, 38, 2195, 286, 12907, 4744, 1634, 1911, 2927, 131, 15, 211, 21, 15421, 148, 244, 37, 3194, 158, 3194, 21, 61, 153, 544, 799, 132, 3194, 640, 3352, 4744, 12641, 12728, 62, 37, 450, 12728, 62, 2011, 11158, 32, 379, 908, 5499, 134, 11158, 61, 10]","[19, 1930, 515, 42, 28, 170, 38, 2195, 286, 12907, 4744, 1634, 1911, 2927, 131, 15, 211, 21, 15421, 148, 244, 37, 3194, 158, 3194, 21, 61, 153, 544, 799, 132, 3194, 640, 3352, 4744, 12641, 12728, 62, 37, 450, 12728, 62, 2011, 11158, 32, 379, 908, 5499, 134, 11158, 61, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1016,18cJkHiGPZd5xlvX,前轮菲罗多，后轮刚换上去的佐佐木。现在刹车距离拉长，感觉后轮刹车没起作用是的！全靠前轮刹车片。不行的话，我也把它换掉,"['前轮', '菲罗多', '，', '后轮', '刚', '换上去', '的', '佐佐木', '。', '现在', '刹车', '距离', '拉长', '，', '感觉', '后轮', '刹车', '没起', '作用', '是', '的', '！', '全靠', '前轮', '刹车片', '。', '不行', '的话', '，', '我', '也', '把', '它', '换掉']","['前轮', '菲罗多', '后轮', '换上去', '佐佐木', '现在', '刹车', '距离', '拉长', '感觉', '后轮', '刹车', '没起', '作用', '全靠', '前轮', '刹车片', '不行', '换掉']","[932, 2101, 577, 6418, 7995, 32, 37, 749, 10207, 25, 577, 37, 718, 4158, 932, 148, 213, 1473]","[932, 2101, 577, 6418, 7995, 32, 37, 749, 10207, 25, 577, 37, 718, 4158, 932, 148, 213, 1473, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1017,wKWzETpquPZSohLj,买车时我关注过2.5和2.0的区别。斯巴鲁的海外特供2.5排量并非缸体的纵深容量增加而是缸径的扩大。当时我也不懂但就是担心所以没选2.5。现在感觉烧机油原因多少和活塞环配合有关。    ,"['买车', '时', '我', '关注', '过', '2.5', '和', '2.0', '的', '区别', '。', '斯巴鲁', '的', '海外', '特供', '2.5', '排量', '并非', '缸体', '的', '纵深', '容量', '增加', '而是', '缸', '径', '的', '扩大', '。', '当时', '我', '也', '不', '懂', '但', '就是', '担心', '所以', '没选', '2.5', '。', '现在', '感觉', '烧', '机油', '原因', '多少', '和', '活塞环', '配合', '有关', '。']","['买车', '时', '关注', '2.5', '2.0', '区别', '斯巴鲁', '海外', '特供', '2.5', '排量', '缸体', '纵深', '容量', '增加', '缸', '径', '扩大', '当时', '懂', '担心', '没选', '2.5', '现在', '感觉', '烧', '机油', '原因', '活塞环', '配合']","[227, 106, 528, 1, 1, 184, 35, 8162, 2290, 1, 212, 2372, 3826, 219, 680, 314, 357, 301, 5105, 1, 32, 25, 34, 7, 239, 1157, 1197]","[227, 106, 528, 1, 1, 184, 35, 8162, 2290, 1, 212, 2372, 3826, 219, 680, 314, 357, 301, 5105, 1, 32, 25, 34, 7, 239, 1157, 1197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1018,UvXfePtpKwkRO1Jh,个人比较喜欢大排量涡轮增压    ,"['个人', '比较', '喜欢', '大排量', '涡轮', '增压']","['比较', '喜欢', '大排量', '涡轮', '增压']","[48, 59, 893, 329, 1075]","[48, 59, 893, 329, 1075, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1019,8EP1GuYimLchgF9X,哈哈老三样之捷达前卫手动1.6。话说提速迅猛，皮实耐用 。单位的大排量车也开过，不过最大到3.0了。9年驾龄，已经不大追求排量了呵呵    ,"['哈哈', '老三样', '之', '捷达', '前卫', '手动', '1.6', '。', '话', '说', '提速', '迅猛', '，', '皮实', '耐用', ' ', '。', '单位', '的', '大', '排量车', '也', '开过', '，', '不过', '最大', '到', '3.0', '了', '。', '9', '年', '驾龄', '，', '已经', '不', '大', '追求', '排量', '了', '呵呵']","['老三样', '捷达', '前卫', '手动', '1.6', '话', '说', '提速', '迅猛', '皮实', '耐用', ' ', '单位', '大', '排量车', '开过', '不过', '最大', '3.0', '年', '驾龄', '已经', '大', '追求', '排量', '呵呵']","[12679, 5520, 240, 120, 841, 18, 341, 13844, 1146, 725, 2437, 17, 10350, 468, 60, 339, 272, 70, 4533, 113, 17, 410, 212, 553]","[12679, 5520, 240, 120, 841, 18, 341, 13844, 1146, 725, 2437, 17, 10350, 468, 60, 339, 272, 70, 4533, 113, 17, 410, 212, 553, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1020,vkDGIoJ8TZNdw1B4,我之前选车，感觉其他日系SUV要是全时四驱加上这些辅助件齐全，排量1.3—1.5之间的比森林人便宜，但是2.0以上排量的和森林人的价格差不多了，有的还略高一些，这有个同级别比较，才能看出性价比的关系，而且操控没有森林人好。    ,"['我', '之前', '选车', '，', '感觉', '其他', '日系', 'SUV', '要是', '全时', '四驱', '加上', '这些', '辅助', '件', '齐全', '，', '排量', '1.3', '—', '1.5', '之间', '的', '比', '森林', '人', '便宜', '，', '但是', '2.0', '以上', '排量', '的', '和', '森林', '人', '的', '价格', '差不多', '了', '，', '有', '的', '还', '略', '高', '一些', '，', '这有', '个', '同', '级别', '比较', '，', '才能', '看出', '性价比', '的', '关系', '，', '而且', '操控', '没有', '森林', '人好', '。']","['之前', '选车', '感觉', '日系', 'SUV', '全时', '四驱', '辅助', '件', '齐全', '排量', '1.3', '1.5', '之间', '森林', '人', '便宜', '2.0', '以上', '排量', '森林', '人', '价格', '差不多', '有', '高', '一些', '这有', '级别', '比较', '看出', '性价比', '关系', '操控', '没有', '森林', '人好']","[158, 1199, 25, 708, 93, 82, 31, 1193, 650, 3179, 212, 120, 120, 579, 2, 3, 109, 1, 185, 212, 2, 3, 12, 83, 4, 29, 115, 6956, 246, 48, 3793, 135, 342, 33, 16, 2, 762]","[158, 1199, 25, 708, 93, 82, 31, 1193, 650, 3179, 212, 120, 120, 579, 2, 3, 109, 1, 185, 212, 2, 3, 12, 83, 4, 29, 115, 6956, 246, 48, 3793, 135, 342, 33, 16, 2, 762, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1021,6b1yQrFJhdi2aZso,2.5排量的话价格合适，但是车况和里程就要你自己掌握。,"['2.5', '排量', '的话', '价格', '合适', '，', '但是', '车况', '和', '里程', '就要', '你', '自己', '掌握', '。']","['2.5', '排量', '价格', '合适', '车况', '里程', '就要', '掌握']","[1, 212, 12, 315, 429, 444, 557, 8822]","[1, 212, 12, 315, 429, 444, 557, 8822, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1022,Ba2VwQMKHtrxGzpm,那是2.5排量的，2.0基本不烧！   ,"['那', '是', '2.5', '排量', '的', '，', '2.0', '基本', '不烧', '！']","['2.5', '排量', '2.0', '不烧']","[1, 212, 1, 260]","[1, 212, 1, 260, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1023,km9lwKfsUGpFJnI1,我也换了好几个轴承了，开始换原厂的要接近1000块一个。后来换国产的两百多一个用起来差不多！最近三元又出问题了。我也在考虑换车了！,"['我', '也', '换', '了', '好几个', '轴承', '了', '，', '开始', '换', '原厂', '的', '要', '接近', '1000', '块', '一个', '。', '后来', '换', '国产', '的', '两百多', '一个', '用', '起来', '差不多', '！', '最近', '三元', '又', '出', '问题', '了', '。', '我', '也', '在', '考虑', '换车', '了', '！']","['换', '好几个', '轴承', '换', '原厂', '接近', '块', '一个', '换', '国产', '两百多', '一个', '差不多', '最近', '三元', '问题', '考虑', '换车']","[21, 2626, 462, 21, 132, 777, 828, 36, 21, 166, 14008, 36, 83, 359, 1389, 23, 104, 631]","[21, 2626, 462, 21, 132, 777, 828, 36, 21, 166, 14008, 36, 83, 359, 1389, 23, 104, 631, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1024,kZIm8TSGPKgdCviX,我们这用skf， fag，nsk的轴承比较多，ntn的轴承和这些品牌都属于一流的吧？大品牌的轴承世面上假货也多，假的还不如哈瓦洛    ,"['我们', '这用', 'skf', '，', ' ', 'fag', '，', 'nsk', '的', '轴承', '比较', '多', '，', 'ntn', '的', '轴承', '和', '这些', '品牌', '都', '属于', '一流', '的', '吧', '？', '大', '品牌', '的', '轴承', '世面', '上', '假货', '也', '多', '，', '假', '的', '还', '不如', '哈瓦洛']","['这用', 'skf', ' ', 'fag', 'nsk', '轴承', '比较', '多', 'ntn', '轴承', '品牌', '属于', '一流', '大', '品牌', '轴承', '世面', '假货', '多', '假', '不如', '哈瓦洛']","[462, 48, 22, 9583, 462, 174, 550, 4932, 17, 174, 462, 1949, 22, 2325, 111]","[462, 48, 22, 9583, 462, 174, 550, 4932, 17, 174, 462, 1949, 22, 2325, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1025,3waoGs6DLeRjrxOB,有哪位朋友买了朋辉那款森林人导航的，请发表下安装及使用情况吧，我们也好参考参考,"['有', '哪位', '朋友', '买', '了', '朋辉', '那款', '森林', '人', '导航', '的', '，', '请', '发表', '下', '安装', '及', '使用', '情况', '吧', '，', '我们', '也好', '参考', '参考']","['有', '哪位', '朋友', '买', '朋辉', '那款', '森林', '人', '导航', '请', '发表', '下', '安装', '使用', '情况', '也好', '参考', '参考']","[4, 7663, 225, 19, 2065, 2, 3, 41, 278, 63, 424, 195, 129, 796, 420, 420]","[4, 7663, 225, 19, 2065, 2, 3, 41, 278, 63, 424, 195, 129, 796, 420, 420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
